completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	failure	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4088977753	2h25m9s	Feb  4, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4088725355	48m16s	Feb  3, 2023
completed	failure	format environ.py with black (#4765)	Tests	main	push	4088474543	2h29m6s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4087594987	3h18m25s	Feb  3, 2023
completed	success	format environ.py with black	Tests	format-environ-black	pull_request	4087532172	2h33m4s	Feb  3, 2023
completed	failure	Replace bundled conda-index with standalone conda-index package	Tests	conda-index	pull_request	4087455589	1h50m58s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4087431070	26m23s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4086226025	2h54m55s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4086217053	1m24s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4086144125	11m38s	Feb  3, 2023
completed	cancelled	use stdlib toml when available	Tests	jinja2-toml-parser	pull_request	4086129678	2m36s	Feb  3, 2023
completed	failure	Replace bundled conda-index with standalone conda-index package	Tests	conda-index	pull_request	4085937362	2h42m7s	Feb  3, 2023
completed	cancelled	format environ.py with black	Tests	format-environ-black	pull_request	4085752263	36m34s	Feb  3, 2023
completed	cancelled	format environ.py with black	Tests	format-environ-black	pull_request	4085749033	31s	Feb  3, 2023
completed	cancelled	format environ.py with black	Tests	format-environ-black	pull_request	4085720729	4m50s	Feb  3, 2023
completed	cancelled	format environ.py with black	Tests	format-environ-black	pull_request	4085633744	13m54s	Feb  3, 2023
completed	failure	Replace bundled conda-index with standalone conda-index package	Tests	conda-index	pull_request	4085604298	33m55s	Feb  3, 2023
completed	cancelled	Replace bundled conda-index with standalone conda-index package	Tests	conda-index	pull_request	4085501553	14m27s	Feb  3, 2023
completed	failure	Misc. documentation fixes	Tests	command-doc-edits	pull_request	4065428961	2h9m40s	Feb  1, 2023
completed	failure	Fixes the git lfs error by adding git lfs fetching	Tests	fix/git-lfs-error-xhochy	pull_request	4063706454	2h9m34s	Feb  1, 2023
completed	cancelled	Fixes the git lfs error by adding git lfs fetching	Tests	fix/git-lfs-error-xhochy	pull_request	4062962973	1h29m38s	Feb  1, 2023
completed	failure	Remove unnecessary fixtures (#4761)	Tests	main	push	4060825676	2h1m19s	Feb  1, 2023
completed	success	Remove unnecessary fixtures	Tests	remove-fixtures	pull_request	4057964434	1h41m6s	Feb  1, 2023
completed	failure	`test_api_debug`: collapse all debug tests into parametrize (#4757)	Tests	main	push	4057907406	5h25m31s	Jan 31, 2023
completed	success	Install downstream packages in correct `subdir`	Tests	downstream-hacking	pull_request	4057831250	37m53s	Feb  1, 2023
completed	failure	Remove unnecessary fixtures	Tests	remove-fixtures	pull_request	4049446835	2h22m22s	Jan 31, 2023
completed	cancelled	Remove unnecessary fixtures	Tests	remove-fixtures	pull_request	4049407750	7m6s	Jan 31, 2023
completed	cancelled	Remove unnecessary fixtures	Tests	remove-fixtures	pull_request	4049232011	31m57s	Jan 30, 2023
completed	failure	Add svn source credential support	Tests	svn_credential_patch-1	pull_request	4048910095	1h59m50s	Feb 15, 2023
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	4048255762	2h18m18s	Jan 30, 2023
completed	success	[pre-commit.ci] pre-commit autoupdate (#4759)	Tests	main	push	4046435737	30s	Jan 30, 2023
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	4046141987	22s	Jan 30, 2023
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	4045731577	2h14m45s	Jan 30, 2023
completed	failure	`test_cli.py`: split into subcommand specific test files (#4749)	Tests	main	push	4026533487	1h59m33s	Jan 27, 2023
completed	failure	`test_api_skeleton.py`: Reorg fixtures, remove pre-Python 2.7 conditi…	Tests	main	push	4022480949	3h43m46s	Jan 27, 2023
completed	failure	`test_develop.py`: Refactor to use pathlib & abstract tests (#4739)	Tests	main	push	4021715115	3h52m56s	Jan 27, 2023
completed	success	`test_api_debug`: collapse all debug tests into parametrize	Tests	test_api_debug_4647	pull_request	4020045233	3h5m47s	Jan 27, 2023
completed	success	`test_develop.py`: Refactor to use pathlib & abstract tests	Tests	test_develop	pull_request	4017420274	9h37m55s	Jan 26, 2023
completed	success	`test_api_skeleton.py`: Reorg fixtures, remove pre-Python 2.7 condition, require `ruamel.yaml`	Tests	test_api_skeleton	pull_request	4017401661	3h48m27s	Jan 27, 2023
completed	failure	Minor `test_cran_skeleton.py` refactor (#4729)	Tests	main	push	4016034451	11h45m28s	Jan 26, 2023
completed	failure	`test_patch.py`: Expand patch strip level test to cover more cases (#…	Tests	main	push	4015992267	10h33m17s	Jan 26, 2023
completed	failure	`test_jinja_context.py`: remove unnecessary `skipif` clause and conve…	Tests	main	push	4015956890	7h23m13s	Jan 26, 2023
completed	failure	`test_metadata.py`: Combine native compiler metadata tests (#4745)	Tests	main	push	4015941830	9h24m23s	Jan 26, 2023
completed	failure	`test_build.py`: removed unnecessary `skipif` markers and converted `…	Tests	main	push	4015892417	6h26m32s	Jan 26, 2023
completed	failure	`test_api_render.py`: remove unused `skipif` and converted `unittest.…	Tests	main	push	4015888247	4h36m41s	Jan 26, 2023
completed	failure	`test_api_skeleton_cran.py`: Inline parametrize, use pathlib, update …	Tests	main	push	4015800208	3h20m11s	Jan 26, 2023
completed	success	[pre-commit.ci] pre-commit autoupdate (#4740)	Tests	main	push	4010872605	27s	Jan 25, 2023
completed	success	`test_cli.py`: split into subcommand specific test files	Tests	split-test_cli	pull_request	4010329784	1h38m28s	Jan 27, 2023
completed	success	`test_metadata.py`: Combine native compiler metadata tests	Tests	test_metadata	pull_request	4010122497	1h0m43s	Jan 26, 2023
completed	failure	`test_develop.py`: Refactor to use pathlib & abstract tests	Tests	test_develop	pull_request	4009643982	4h11m53s	Jan 25, 2023
completed	success	`test_api_skeleton.py`: Reorg fixtures, remove pre-Python 2.7 condition, require `ruamel.yaml`	Tests	test_api_skeleton	pull_request	4009612200	3h41m15s	Jan 25, 2023
completed	success	`test_api_render.py`: remove unused `skipif` and converted `unittest.mock` to pytest-mocker	Tests	test_api_render	pull_request	4008866486	3h44m37s	Jan 25, 2023
completed	failure	Remove unused test fixtures (#4742)	Tests	main	push	4008365671	3h6m48s	Jan 25, 2023
completed	success	Remove unused test fixtures	Tests	remove_unused_test_fixtures	pull_request	4002179093	2h26m17s	Jan 25, 2023
completed	success	Remove unused test fixtures	Tests	remove_unused_test_fixtures	pull_request	4000031500	5h15m15s	Jan 24, 2023
completed	failure	`test_cli.py`: split into subcommand specific test files	Tests	split-test_cli	pull_request	3999578231	1h47m50s	Jan 25, 2023
completed	cancelled	`test_cli.py`: split into subcommand specific test files	Tests	split-test_cli	pull_request	3999018054	1h14m39s	Jan 24, 2023
completed	failure	Convert tests into parametrized test (#4741)	Tests	main	push	3997834928	3h51m6s	Jan 24, 2023
completed	success	`test_api_skeleton.py`: Reorg fixtures, remove pre-Python 2.7 condition, require `ruamel.yaml`	Tests	test_api_skeleton	pull_request	3993375514	2h25m38s	Jan 25, 2023
completed	failure	`test_cli.py`: split into subcommand specific test files	Tests	split-test_cli	pull_request	3993360087	7h0m3s	Jan 24, 2023
completed	cancelled	`test_api_skeleton.py`: Reorg fixtures, remove pre-Python 2.7 condition, require `ruamel.yaml`	Tests	test_api_skeleton	pull_request	3993159591	1h1m35s	Jan 24, 2023
completed	success	`test_api_render.py`: remove unused `skipif` and converted `unittest.mock` to pytest-mocker	Tests	test_api_render	pull_request	3992712186	1h52m40s	Jan 24, 2023
completed	success	`test_metadata.py`: Combine native compiler metadata tests	Tests	test_metadata	pull_request	3992666869	8h26m38s	Jan 24, 2023
completed	success	`test_build.py`: removed unnecessary `skipif` markers and converted `os.path` to `pathlib`	Tests	test_build	pull_request	3992485694	4h57m1s	Jan 24, 2023
completed	success	`test_jinja_context.py`: remove unnecessary `skipif` clause and convert `tmpdir` to `tmp_path`	Tests	test_jinja_context	pull_request	3992292773	6h1m50s	Jan 24, 2023
completed	cancelled	`test_metadata.py`: Combine native compiler metadata tests	Tests	test_metadata	pull_request	3992282010	1h52m11s	Jan 24, 2023
completed	success	`test_patch.py`: Expand patch strip level test to cover more cases	Tests	test_patch	pull_request	3992099997	41m49s	Jan 24, 2023
completed	success	Minor `test_cran_skeleton.py` refactor	Tests	test_cran_skeleton	pull_request	3992086845	2h49m6s	Jan 24, 2023
completed	cancelled	`test_jinja_context.py`: remove unnecessary `skipif` clause and convert `tmpdir` to `tmp_path`	Tests	test_jinja_context	pull_request	3992069435	47m16s	Jan 24, 2023
completed	failure	Remove unused test fixtures	Tests	remove_unused_test_fixtures	pull_request	3991889019	4h7m28s	Jan 24, 2023
completed	failure	Refactor `test_published_examples.py` to use test parameterization (#…	Tests	main	push	3991434769	3h43m41s	Jan 23, 2023
completed	cancelled	Remove unused test fixtures	Tests	remove_unused_test_fixtures	pull_request	3991423114	1h25m6s	Jan 23, 2023
completed	cancelled	`test_patch.py`: Expand patch strip level test to cover more cases	Tests	test_patch	pull_request	3991408970	2h5m36s	Jan 23, 2023
completed	cancelled	Remove unused test fixtures	Tests	remove_unused_test_fixtures	pull_request	3990310167	2h45m5s	Jan 23, 2023
completed	success	`test_create_test.py`: Convert tests into parametrized test	Tests	test_create_test	pull_request	3989169549	2h2m6s	Jan 23, 2023
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3988579074	26s	Jan 23, 2023
completed	failure	Update test_source.py file (#4738)	Tests	main	push	3987917559	5h24m5s	Jan 23, 2023
completed	failure	Update test_subpackages.py (#4737)	Tests	main	push	3987916488	2h22m0s	Jan 23, 2023
completed	failure	Update test_utils file to use more up-to-date Python versions (#4735)	Tests	main	push	3987915009	1h56m5s	Jan 23, 2023
completed	failure	`test_develop.py`: Refactor to use pathlib & abstract tests	Tests	test_develop	pull_request	3972246318	2h44m58s	Jan 25, 2023
completed	cancelled	`test_develop.py`: Refactor to use pathlib & abstract tests	Tests	test_develop	pull_request	3972245586	38s	Jan 21, 2023
completed	failure	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3971438899	8h30m4s	Jan 20, 2023
completed	success	Misc. documentation fixes	Tests	command-doc-edits	pull_request	3971286022	6h51m34s	Jan 20, 2023
completed	success	Update `test_source.py` file	Tests	update_test_source	pull_request	3971216122	1h50m37s	Jan 21, 2023
completed	success	Updating `test_utils.py` file	Tests	update_test_utils	pull_request	3971037754	1h30m49s	Jan 21, 2023
completed	failure	Prune/update `test_variant.py` file (#4720)	Tests	main	push	3970843546	4h36m34s	Jan 20, 2023
completed	failure	Replace bundled conda-index with standalone conda-index package	Tests	conda-index	pull_request	3969915773	5h3m54s	Jan 20, 2023
completed	success	Replaced instances of Anaconda Cloud with anaconda.org. (#4719)	Tests	main	push	3969902345	27s	Jan 20, 2023
completed	success	Updating `test_subpackages.py`	Tests	update_test_subpackages	pull_request	3969588718	6h19m11s	Jan 20, 2023
completed	success	`test_api_skeleton_cran.py`: Inline parametrize, use pathlib, update CRAN packages	Tests	test_api_skeleton_cran	pull_request	3969328068	6h19m26s	Jan 20, 2023
completed	cancelled	Updating `test_utils.py` file	Tests	update_test_utils	pull_request	3969121302	4h43m46s	Jan 20, 2023
completed	success	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3969026308	5h41m52s	Jan 20, 2023
completed	success	Prune/update `test_variant.py` file	Tests	prune_test_variants	pull_request	3969019500	3h47m1s	Jan 20, 2023
completed	success	Misc. documentation fixes	Tests	command-doc-edits	pull_request	3968757988	2h39m32s	Jan 20, 2023
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	3968195942	2h48m54s	Jan 20, 2023
completed	cancelled	Drop dependency on Setuptools	Tests	use_packaging	pull_request	3968145115	8m57s	Jan 20, 2023
completed	cancelled	Drop dependency on Setuptools	Tests	use_packaging	pull_request	3968092377	7m52s	Jan 20, 2023
completed	cancelled	Drop dependency on Setuptools	Tests	use_packaging	pull_request	3968039801	8m58s	Jan 20, 2023
completed	cancelled	Drop dependency on Setuptools	Tests	use_packaging	pull_request	3967722231	43m55s	Jan 20, 2023
completed	success	Prune/update `test_variant.py` file	Tests	prune_test_variants	pull_request	3963292065	5h50m30s	Jan 19, 2023
completed	failure	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3962848076	7h8m7s	Jan 19, 2023
completed	cancelled	Prune/update `test_variant.py` file	Tests	prune_test_variants	pull_request	3962609362	1h52m8s	Jan 19, 2023
completed	cancelled	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3961716537	2h50m43s	Jan 19, 2023
completed	cancelled	Prune/update `test_variant.py` file	Tests	prune_test_variants	pull_request	3961707024	2h16m4s	Jan 19, 2023
completed	cancelled	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3961545254	30m32s	Jan 19, 2023
completed	success	Refactor `test_published_examples.py` to use test parameterization	Tests	test_published_examples	pull_request	3961405091	2h7m49s	Jan 20, 2023
completed	success	Linking is possible on Windows (#4730)	Tests	main	push	3961179031	10h46m7s	Jan 19, 2023
completed	failure	Refactor `test_pypi_skeleton.py` to use parametrize and convert `Orde…	Tests	main	push	3961176790	6h8m11s	Jan 19, 2023
completed	success	Refactor `test_misc.py` and deprecate `CrossPlatformStLink` (#4728)	Tests	main	push	3961167823	9h40m51s	Jan 19, 2023
completed	failure	Inline test_api_build_dll_package.py fixture (#4722)	Tests	main	push	3961155732	3h40m52s	Jan 19, 2023
completed	cancelled	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3960706517	1h59m22s	Jan 19, 2023
completed	cancelled	Pruning Test cases for `test_api_debug.py`	Tests	test_api_debug_4647	pull_request	3960483195	33m49s	Jan 19, 2023
completed	failure	Prune/update `test_variant.py` file	Tests	prune_test_variants	pull_request	3960370348	2h4m25s	Jan 19, 2023
completed	failure	Investigate breakage with `setuptools=66` (DNM)	Tests	setuptools-66	pull_request	3958047001	2h12m35s	Jan 19, 2023
completed	cancelled	Investigate breakage with `setuptools=66` (DNM)	Tests	setuptools-66	pull_request	3958022126	4m8s	Jan 19, 2023
completed	cancelled	Investigate breakage with `setuptools=66` (DNM)	Tests	setuptools-66	pull_request	3957987686	6m1s	Jan 19, 2023
completed	success	Minor `test_cran_skeleton.py` refactor	Tests	test_cran_skeleton	pull_request	3955722382	1h38m11s	Jan 23, 2023
